类型,名称,出处,片段
关系,发热 | 常见症状 | 淋巴腺病,paper_579_39902271,"位置: Discussion / chunk 5 | 证据: Fever, weight loss, and enlargement of the lymph nodes were the most frequent causes of hospital admission (79.2%, 41.3%, and 15.1%, respectively)"
关系,体重减轻 | 显著差异 | 诊断组,paper_579_39902271,位置: Discussion / chunk 5 | 证据: weight loss showed a statistically significant difference between the groups (p<0.001)
关系,细针穿刺活检 | 准确率 | 95%,paper_579_39902271,"位置: Discussion / chunk 7 | 证据: FNAB application under standard clinical settings, with a 95% accuracy rate for diagnosis"
关系,恶性淋巴腺病 | 住院率 | 更高,paper_579_39902271,位置: Discussion / chunk 7 | 证据: the hospitalization rate of the malignancy group was greater and statistically significant (p<0.001)
关系,恶性淋巴腺病 | 恢复率 | 20.3%,paper_579_39902271,位置: Discussion / chunk 7 | 证据: the malignancy group’s low recovery rate of 20.3% is attributable to major gaps and deficiencies in Somalia’s cancer treatment capacity
关系,儿童和年轻成人 | 更高患病率 | 结核性淋巴结炎,paper_579_39902271,位置: Conclusion / chunk 10 | 证据: Children and young adults had significantly greater prevalence of TB lymphadenitis
关系,颈部结核性淋巴结炎 | 更常见 | 儿童和年轻成人,paper_579_39902271,位置: Conclusion / chunk 10 | 证据: cervical TB LAP is more common in pediatric group and younger adults
概念,nanocarriers (NCs),paper_143_39902342,位置: Conclusion / chunk 15 | 证据: Understanding the behavior of NCs is crucial for revealing their full potential in targeted drug delivery.
概念,macrophages,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: The interaction of NCs with macrophages, a key component of the MPS, significantly influences therapeutic efficacy."
概念,mononuclear phagocyte system (MPS),paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: The interaction of NCs with macrophages, a key component of the MPS, significantly influences therapeutic efficacy."
关系,NCs | interact_with | macrophages,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: The interaction of NCs with macrophages, a key component of the MPS, significantly influences therapeutic efficacy."
概念,innate immune system,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: increasing experimental evidence indicates that the innate immune system can profoundly affect the fate of NPs in the body, hindering their therapeutic effectiveness."
关系,innate immune system | affects | nanoparticle fate,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: increasing experimental evidence indicates that the innate immune system can profoundly affect the fate of NPs in the body, hindering their therapeutic effectiveness."
概念,therapeutic efficacy,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: The interaction of NCs with macrophages, a key component of the MPS, significantly influences therapeutic efficacy."
概念,clearance,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: damping macrophage activation can help minimize their clearance.
关系,macrophage activation | increases | clearance,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: damping macrophage activation can help minimize their clearance.
概念,drug accumulation,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: This evasion can improve drug accumulation in target tissues, thereby enhancing therapeutic outcomes and reducing side effects."
关系,evasion | improves | drug accumulation,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: This evasion can improve drug accumulation in target tissues, thereby enhancing therapeutic outcomes and reducing side effects."
概念,inflammatory disorders,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: leveraging the immune system as a therapeutic target opens new avenues for treating inflammatory disorders.
概念,liver diseases,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: The application of NCs in liver and lung diseases highlights their versatility and efficacy in targeting specific organs and cells.
概念,lung diseases,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: The application of NCs in liver and lung diseases highlights their versatility and efficacy in targeting specific organs and cells.
概念,brain-related conditions,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: This success could be translated to brain-related conditions, where NCs can cross the BBB and target neurological disorders, such as TBI and stroke."
概念,blood-brain barrier (BBB),paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: where NCs can cross the BBB and target neurological disorders, such as TBI and stroke."
概念,traumatic brain injury (TBI),paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: where NCs can cross the BBB and target neurological disorders, such as TBI and stroke."
概念,stroke,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: where NCs can cross the BBB and target neurological disorders, such as TBI and stroke."
概念,multifunctional systems,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: The future of NC-based therapies lies in combining multiple methodologies to create multifunctional systems capable of co-delivering anti-inflammatory drugs and growth factors.
概念,anti-inflammatory drugs,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: co-delivering anti-inflammatory drugs and growth factors, addressing both immediate inflammatory responses and long-term tissue regeneration needs."
概念,growth factors,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: co-delivering anti-inflammatory drugs and growth factors, addressing both immediate inflammatory responses and long-term tissue regeneration needs."
概念,theranostic agents,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: This strategy enhances therapeutic outcomes by providing a synergistic effect, targeting different aspects of the pathology, and paving the way for developing theranostic agents."
概念,safety concerns,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: It must also address safety concerns, such as hypersensitivity reactions and complement activation from surface modifications like PEGylation."
概念,hypersensitivity reactions,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: It must also address safety concerns, such as hypersensitivity reactions and complement activation from surface modifications like PEGylation."
概念,complement activation,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: It must also address safety concerns, such as hypersensitivity reactions and complement activation from surface modifications like PEGylation."
概念,PEGylation,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: such as hypersensitivity reactions and complement activation from surface modifications like PEGylation.
概念,infection risks,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: as excessive suppression can increase infection risks.
关系,excessive immune suppression | increases | infection risks,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: as excessive suppression can increase infection risks.
概念,clinical translation,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: achieving scalability, sterility, and consistency in NC production continues to be a significant barrier to clinical translation."
概念,myeloid cells,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: The link between myeloid cells and nanomedicine has become increasingly tight thanks to the growing experimental evidence
关系,myeloid cells | linked_to | nanomedicine,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: The link between myeloid cells and nanomedicine has become increasingly tight thanks to the growing experimental evidence
概念,nanomedicine,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: The link between myeloid cells and nanomedicine has become increasingly tight thanks to the growing experimental evidence
概念,biodistribution,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: on NC-mediated biodistribution and accumulation of payloads emerging from preclinical studies.
概念,preclinical studies,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: on NC-mediated biodistribution and accumulation of payloads emerging from preclinical studies.
概念,mouse models,paper_143_39902342,"位置: Conclusion / chunk 15 | 证据: Interestingly, the uptake of NCs by resident macrophages was first extensively documented in mouse models of neurodegenerative diseases and tumors."
概念,neurodegenerative diseases,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: in mouse models of neurodegenerative diseases and tumors.
概念,tumors,paper_143_39902342,位置: Conclusion / chunk 15 | 证据: in mouse models of neurodegenerative diseases and tumors.
概念,enhanced permeability and retention (EPR) effect,paper_143_39902342,位置: Conclusion / chunk 16 | 证据: selective bioaccumulation in tumors through improved enhanced permeability and retention (EPR) effects
概念,filter organ accumulation,paper_143_39902342,位置: Conclusion / chunk 16 | 证据: but the translational potential was often undermined in vivo by unexpected filter organ accumulation and active clearance by phagocytic mechanisms
概念,phagocytic mechanisms,paper_143_39902342,位置: Conclusion / chunk 16 | 证据: but the translational potential was often undermined in vivo by unexpected filter organ accumulation and active clearance by phagocytic mechanisms
概念,neglected tropical diseases (NTDs),paper_867_39861818,"位置: 前言 / chunk 0 | 证据: Neglected tropical diseases (NTDs) represent a group of chronic and debilitating infections that affect over one billion people, predominantly in low-income communities."
概念,mass drug administration (MDA),paper_867_39861818,"位置: 前言 / chunk 0 | 证据: The effectiveness of interventions, such as mass drug administration (MDA) programs and improved health infrastructure, in reducing disease prevalence is examined."
概念,lymphatic filariasis,paper_867_39861818,"位置: 前言 / chunk 0 | 证据: lymphatic filariasis, which affects more than 120 million people worldwide, causes disfiguring swellings (elephantiasis) that cause physical disability and social stigma."
概念,schistosomiasis,paper_867_39861818,"位置: 前言 / chunk 0 | 证据: schistosomiasis, a parasitic disease caused by waterborne worms, affects more than 200 million people worldwide and is associated with chronic pain, liver and kidney damage, and increased risk of bladder cancer."
概念,disability-adjusted life years (DALYs),paper_867_39861818,位置: 前言 / chunk 0 | 证据: the approximately 19 million disability-adjusted life years (DALYs) lost annually due to NTDs highlight the profound impact on individual livelihoods and community development.
关系,NTDs | disproportionately_affect | low-income communities,paper_867_39861818,"位置: 前言 / chunk 0 | 证据: Neglected tropical diseases (NTDs) represent a group of chronic and debilitating infections that affect over one billion people, predominantly in low-income communities."
关系,lymphatic filariasis | causes | elephantiasis,paper_867_39861818,位置: 前言 / chunk 0 | 证据: lymphatic filariasis... causes disfiguring swellings (elephantiasis) that cause physical disability and social stigma.
关系,schistosomiasis | associated_with | bladder cancer,paper_867_39861818,"位置: 前言 / chunk 0 | 证据: schistosomiasis... is associated with chronic pain, liver and kidney damage, and increased risk of bladder cancer."
关系,NTDs | exacerbated_by | poor sanitation,paper_867_39861818,"位置: 前言 / chunk 1 | 证据: Poor sanitation and hygiene, along with a lack of clean water, create environments in which NTDs thrive."
